Tipo de precipitacion,Temperatura (C),Temperatura aparente (C),Humedad,Velocidad viento (km/h),Direccion del viento (grados),Visibilidad (km),Presion (millibares)
0,-0.028,-3.594,0.76,11.061,0.924791086,8.131,0.964133489
0,-0.05,-3.656,0.82,11.206,0.838440111,8.05,0.965003154
0,-0.039,-3.883,0.83,12.22,0.863509749,7.986,0.965729467
0,-0.072,-4.306,0.82,14.088,0.944289694,8.05,0.965222959
0,-0.628,-5.006,0.85,14.152,0.919220056,8.05,0.965213402
0,-1.117,-5.517,0.85,13.717,0.919220056,6.778,0.965547889
0,-1.183,-5.7,0.81,14.216,0.947075209,6.166,0.965624343
0,-1.861,-6.544,0.81,14.281,0.949860724,6.199,0.965729467
0,-2.222,-6.694,0.67,12.944,0.997214485,14.957,0.969647738
0,-1.856,-6.506,0.78,14.12,0.002785515,9.902,0.966102181
0,-1.856,-7.072,0.75,17.082,0.027855153,9.902,0.965834592
0,-2.411,-7.561,0.74,15.955,0.027855153,9.902,0.966083067
0,-2.506,-7.828,0.7,16.792,1,9.805,0.966207305
0,-3.111,-9.128,0.72,19.9,0.972144847,9.805,0.966407997
0,-3.067,-8.972,0.72,19.288,0.972144847,9.902,0.966646916
0,-2.456,-8.744,0.75,22.83,1,9.982,0.967010073
0,-2.244,-8.278,0.69,21.445,0.025069638,9.982,0.967545251
0,-1.033,-6.856,0.67,22.299,0.027855153,9.982,0.967583478
0,0,-5.7,0.62,23.474,0.027855153,9.982,0.967640819
1,1.083,-3.917,0.63,20.431,0.977715877,9.982,0.968099543
1,1.211,-3.894,0.71,21.445,0.977715877,11.029,0.967879738
1,2.15,-2.917,0.63,23.2,0.949860724,11.206,0.967640819
1,2.172,-3.078,0.62,24.858,0.977715877,11.206,0.96781284
1,1.278,-3.794,0.65,21.333,0.977715877,9.982,0.967917965
1,0.989,-4.2,0.63,21.655,0.977715877,9.982,0.968175997
0,-0.072,-4.861,0.58,17.114,0.972144847,9.982,0.96884497
0,-0.183,-4.617,0.63,14.973,0.966573816,9.982,0.96955217
0,-1.256,-5.628,0.64,13.427,0.919220056,9.982,0.970001338
0,-1.35,-5.867,0.67,14.023,0.974930362,15.826,0.970010895
0,-1.85,-6.95,0.64,16.454,0.963788301,14.957,0.970144689
0,-2.344,-6.367,0.66,11.012,0.95264624,15.826,0.970221143
0,-2.828,-7.672,0.68,14.023,0.95264624,15.826,0.970211587
0,-4.239,-4.239,0.84,3.381,0.448467967,8.179,0.970746765
0,-2.944,-7.833,0.69,14.104,1,15.826,0.970507846
0,-2.917,-7.811,0.66,14.136,0.997214485,15.826,0.970517403
0,-4.083,-9.689,0.71,16.261,0.966573816,14.876,0.970775435
0,-4.1,-9.472,0.7,15.102,1,9.805,0.971176819
0,-4.222,-9.944,0.75,16.68,0.972144847,9.676,0.971539976
0,-3.333,-8.744,0.7,16.197,0.966573816,9.708,0.971692884
0,-2.294,-7.567,0.68,16.792,0.997214485,9.676,0.972142052
0,-1.111,-6.906,0.61,21.912,0.027855153,9.982,0.972409641
1,0.106,-5.244,0.56,21.075,0.025069638,9.982,0.972524322
1,1.083,-4.117,0.55,21.944,0,9.982,0.972782354
1,2.172,-2.078,0.55,17.211,0.058495822,9.982,0.972954376
1,2.378,-1.522,0.49,15.327,0.022284123,10.352,0.972658117
1,2.75,-1.044,0.57,15.231,0,9.982,0.972371414
1,2.8,-0.694,0.48,13.556,0.058495822,9.982,0.972447868
1,2.489,-0.8,0.53,12.156,0.019498607,10.352,0.972476538
1,1.178,-1.544,0.59,8.71,0,9.982,0.97232363
0,-0.006,-2.489,0.69,7.277,0.178272981,9.902,0.972505208
0,-1.022,-1.022,0.74,4.106,0.175487465,9.902,0.972658117
0,-2.244,-2.244,0.81,4.46,0.233983287,9.805,0.972409641
0,-2.783,-2.783,0.88,3.22,0.292479109,15.649,0.972113381
0,-2.772,-2.772,0.88,2.85,0.573816156,13.444,0.972256733
0,-3.339,-6.033,0.81,6.44,0.445682451,11.705,0.971731111
0,-3.361,-6.139,0.88,6.633,0.473537604,7.825,0.970947457
1,1.378,-2.306,0.82,12.928,0.498607242,13.476,0.965509662
0,-4.383,-8.9,0.82,11.302,0.395543175,7.873,0.970154246
0,-3.872,-9.028,0.79,14.345,0.420612813,7.905,0.968930981
0,-3.767,-8.183,0.79,11.383,0.412256267,8.259,0.968558268
0,-3.822,-8.578,0.79,12.655,0.442896936,9.805,0.968233338
0,-2.756,-7.639,0.78,14.265,0.415041783,9.902,0.967669489
0,-2.317,-7.517,0.76,16.374,0.412256267,9.982,0.967220321
0,-1.089,-6.867,0.75,21.832,0.442896936,9.982,0.96672337
1,1.017,-4.417,0.65,23.619,0.442896936,9.982,0.966627803
1,1.978,-3.55,0.65,26.839,0.467966574,9.982,0.966302873
1,2.133,-3.172,0.56,25.245,0.498607242,9.982,0.965777251
1,2.644,-2.322,0.59,23.506,0.498607242,10.046,0.965729467
1,2.65,-2.2,0.68,22.572,0.52367688,10.835,0.965184732
1,2.15,-2.939,0.73,23.409,0.498607242,10.819,0.964802462
1,2.194,-2.5,0.8,20.35,0.467966574,5.909,0.964668667
1,2.239,-2.761,0.85,22.878,0.445682451,10.707,0.964401078
1,1.244,-4.317,0.85,25.213,0.445682451,5.909,0.964114375
1,2.239,-2.65,0.79,21.96,0.420612813,10.819,0.964123932
1,2.283,-2.628,0.74,22.25,0.470752089,10.707,0.964525316
1,2.267,-2.822,0.73,23.619,0.445682451,10.851,0.964286397
1,2.267,-2.411,0.76,20.35,0.47632312,15.504,0.964114375
1,2.306,-1.883,0.79,17.05,0.495821727,14.683,0.964553986
1,2.267,-1.994,0.8,17.404,0.504178273,3.059,0.964114375
1,12.733,12.733,0.54,14.104,0.442896936,15.826,0.969513943
1,12.689,12.689,0.56,17.066,0.417827298,15.826,0.969322808
1,11.133,11.133,0.91,7.503,0.403899721,6.939,0.973212408
1,11.6,11.6,0.62,17.034,0.38718663,15.875,0.969131673
1,11.089,11.089,0.71,17.114,0.362116992,15.875,0.969131673
1,10.556,10.556,0.78,13.057,0.359331476,14.957,0.968883197
1,11.067,11.067,0.77,15.714,0.362116992,11.27,0.968930981
1,11.094,11.094,0.78,9.741,0.311977716,11.27,0.969303695
1,12.05,12.05,0.74,12.735,0.331476323,10.03,0.969542614
1,12.156,12.156,0.73,15.859,0.38718663,11.27,0.969609511
1,12.667,12.667,0.73,15.859,0.415041783,11.125,0.969800646
1,12.811,12.811,0.74,10.401,0.43454039,11.447,0.969867543
1,15.722,15.722,0.64,17.13,0.448467967,11.077,0.969771976
1,15.7,15.7,0.69,9.338,0.601671309,11.077,0.969599954
1,14.956,14.956,0.77,17.308,0.713091922,11.206,0.969628624
1,13.706,13.706,0.78,13.299,0.802228412,11.045,0.969886657
1,12.711,12.711,0.83,10.191,0.805013928,11.045,0.970144689
1,12.817,12.817,0.84,9.37,0.824512535,10.819,0.970546073
1,12.222,12.222,0.86,7.615,0.880222841,11.045,0.970957014
1,12.222,12.222,0.86,8.114,0.752089136,11.27,0.97123416
1,11.35,11.35,0.92,3.284,0.793871866,11.077,0.971778895
1,11.094,11.094,0.93,1.594,0.495821727,4.299,0.972466981
1,11.044,11.044,0.96,6.343,0.490250696,4.347,0.972877922
1,11.217,11.217,0.93,3.494,0.718662953,10.03,0.973307976
1,12.622,12.622,0.78,10.787,0.331476323,15.826,0.966522678
1,10.511,10.511,0.87,6.15,0.108635097,15.826,0.966417554
1,9.872,9.333,0.88,6.038,0.941504178,15.005,0.966866721
1,9.861,8.389,0.89,10.562,0.136490251,14.812,0.965844148
1,9.444,9.444,0.93,3.478,0.181058496,14.812,0.965834592
1,7.806,7.806,0.93,3.397,0.111420613,14.023,0.96569124
1,9.978,9.978,0.93,0.258,0.807799443,9.805,0.965567002
1,12.644,12.644,0.9,8.984,0.133704735,9.902,0.965289856
1,14.856,14.856,0.78,9.853,0.08913649,9.982,0.965175175
1,17.733,17.733,0.69,10.9,0.052924791,9.982,0.965251629
1,18.861,18.861,0.52,11.689,0.105849582,9.982,0.965156062
1,19.883,19.883,0.49,13.54,0.116991643,10.352,0.965222959
1,20.094,20.094,0.35,16.986,0.061281337,9.982,0.964687781
1,20.094,20.094,0.4,19.626,0.080779944,9.982,0.964114375
1,21.144,21.144,0.32,18.338,0.050139276,10.352,0.963779889
1,21.228,21.228,0.32,16.792,0.08356546,10.046,0.96321604
1,20.822,20.822,0.36,13.283,0.038997214,9.757,0.963034462
1,20.917,20.917,0.38,11.27,0.103064067,10.401,0.963149143
1,17.606,17.606,0.44,14.281,0.052924791,10.046,0.963263824
1,15.172,15.172,0.6,23.57,0.030640669,11.27,0.964057035
1,14.083,14.083,0.64,19.513,0.019498607,11.447,0.965031824
1,12.661,12.661,0.7,16.857,0.111420613,11.206,0.965758138
1,12.617,12.617,0.68,13.508,0.04735376,15.826,0.96604484
1,11.75,11.75,0.77,12.494,0.883008357,15.311,0.966436667
1,11.578,11.578,0.78,2.64,0.685236769,15.826,0.966818938
1,10.489,10.489,0.84,14.232,0.938718663,15.826,0.96710564
1,8.7,8.7,0.92,2.737,0.724233983,5.538,0.971855349
1,8.983,6.789,0.93,14.12,0.866295265,15.875,0.967363673
1,9.467,7.378,0.89,14.168,0.941504178,15.875,0.967115197
1,9.028,6.978,0.87,13.17,0.969359331,14.876,0.96710564
1,7.917,6.544,0.89,8.131,0.810584958,10.046,0.967669489
1,10.994,10.994,0.81,15.456,0.91643454,9.982,0.967975305
1,12.211,12.211,0.74,14.377,0.974930362,11.029,0.968319349
1,12.828,12.828,0.72,13.959,0.949860724,11.206,0.968835414
1,12.411,12.411,0.79,7.696,0.930362117,11.206,0.96919857
1,13.256,13.256,0.75,4.009,0.902506964,11.447,0.969829316
1,14.172,14.172,0.71,10.288,0.788300836,11.27,0.970001338
1,17.294,17.294,0.62,10.739,0.86908078,11.27,0.96955217
1,17.672,17.672,0.63,12.011,0.866295265,11.447,0.969351478
1,13.4,13.4,0.74,31.556,0,6.343,0.968720732
1,12.8,12.8,0.83,21.236,0.13091922,11.27,0.970402722
1,13.333,13.333,0.79,3.8,0.247910864,11.077,0.970288041
1,14.217,14.217,0.75,2.753,0.417827298,11.206,0.970096906
1,14.056,14.056,0.76,4.556,0.771587744,9.982,0.970842333
1,12.878,12.878,0.84,6.955,0.668523677,9.982,0.971329727
1,12.733,12.733,0.83,6.118,0.688022284,15.826,0.971664214
1,10.122,10.122,0.92,7.97,0.559888579,9.982,0.972409641
1,9.822,9.456,0.92,5.361,0.506963788,11.689,0.972897035
1,9.522,8.911,0.92,6.102,0.426183844,4.75,0.973145511
1,9.428,7.833,0.93,10.755,0.701949861,4.75,0.972877922
1,10.272,10.272,0.9,5.555,0.47632312,14.168,0.975783176
1,7.789,7.789,0.96,2.753,0.576601671,4.75,0.972715457
1,6.744,6.744,0.96,2.898,0.626740947,4.75,0.973174181
1,7.022,7.022,0.96,3.204,0.584958217,1.047,0.973489554
1,7.161,7.161,1,3.027,0.640668524,3.655,0.973938722
1,9.917,9.017,1,7.551,0.389972145,8.05,0.974330549
1,11.272,11.272,0.92,4.299,0.470752089,10.497,0.975267111
1,13.083,13.083,0.81,2.769,0.844011142,9.982,0.975439133
1,15.394,15.394,0.7,3.671,0.598885794,9.982,0.97580229
1,17.594,17.594,0.62,10.272,0.637883008,10.03,0.975878744
1,21.206,21.206,0.48,3.349,0.818941504,11.206,0.975811847
1,21.228,21.228,0.4,2.56,0.949860724,9.982,0.975706722
1,22.189,22.189,0.41,2.801,0.211699164,10.352,0.975534701
1,22.872,22.872,0.32,1.385,0.47632312,9.982,0.975228884
1,22.333,22.333,0.38,5.12,0.509749304,9.982,0.974846614
1,22.272,22.272,0.3,3.091,0.520891365,10.352,0.974779717
1,21.25,21.25,0.47,6.859,0.370473538,9.982,0.974751046
1,18.144,18.144,0.51,9.032,0.39275766,9.982,0.974751046
1,17.617,17.617,0.54,8.05,0.395543175,10.352,0.974999522
1,14.956,14.956,0.67,9.113,0.362116992,9.982,0.975439133
1,13.756,13.756,0.72,10.835,0.364902507,15.826,0.976108106
1,12.961,12.961,0.73,9.982,0.426183844,15.311,0.976270571
1,11.606,11.606,0.8,6.182,0.470752089,15.826,0.976394809
1,9.983,9.983,0.86,3.188,0.395543175,15.826,0.976327911
1,11.994,11.994,0.75,6.376,0.545961003,15.311,0.97300216
1,9.844,9.294,0.93,6.021,0.440111421,14.909,0.976404366
1,9.822,9.178,0.89,6.392,0.495821727,14.909,0.976308798
1,9.5,8.9,0.89,6.038,0.398328691,14.345,0.976375695
1,9.917,8.7,0.86,9.129,0.362116992,9.902,0.976499933
1,12.2,12.2,0.85,7.792,0.389972145,9.982,0.976748409
1,15.017,15.017,0.72,8.903,0.398328691,9.982,0.976987328
1,17.922,17.922,0.64,9.644,0.417827298,9.982,0.976996884
1,20.117,20.117,0.59,11.544,0.448467967,9.982,0.976729295
1,22.194,22.194,0.41,17.147,0.487465181,11.399,0.976528603
1,22.828,22.828,0.37,17.259,0.51810585,9.982,0.976241901
1,22.939,22.939,0.34,20.35,0.473537604,9.982,0.975668495
1,23.044,23.044,0.29,16.905,0.448467967,10.352,0.975362679
1,22.961,22.961,0.37,15.81,0.47632312,9.982,0.974607695
1,24.006,24.006,0.32,15.778,0.445682451,9.982,0.974043846
1,23.111,23.111,0.33,14.828,0.403899721,10.352,0.973527781
1,21.361,21.361,0.35,12.494,0.39275766,9.982,0.972906592
1,19.211,19.211,0.43,12.977,0.389972145,9.982,0.972811025
1,17.967,17.967,0.52,9.885,0.376044568,10.352,0.972715457
1,16.228,16.228,0.62,9.58,0.389972145,9.982,0.972744127
1,15.05,15.05,0.67,11.045,0.364902507,15.826,0.972944819
1,14.456,14.456,0.7,11.367,0.376044568,16.1,0.97267723
1,13.872,13.872,0.72,10.996,0.39275766,15.826,0.972380971
1,12.756,12.756,0.74,6.649,0.448467967,15.826,0.972275846
1,14.028,14.028,0.79,11.447,0.821727019,14.957,0.972247176
1,11.689,11.689,0.8,6.601,0.47632312,15.826,0.971807565
1,11.711,11.711,0.8,6.118,0.448467967,15.826,0.971692884
1,12.094,12.094,0.79,9.741,0.43454039,14.957,0.971606873
1,12.828,12.828,0.76,7.825,0.512534819,9.982,0.971702441
1,13.961,13.961,0.76,4.83,0.520891365,9.982,0.971711998
1,17.422,17.422,0.61,4.138,0.640668524,9.982,0.971903133
1,18.817,18.817,0.65,7.728,0.568245125,9.982,0.971539976
1,21.017,21.017,0.57,7.261,0.506963788,9.982,0.971625987
1,20.222,20.222,0.53,8.34,0.60724234,10.352,0.971721554
1,21.25,21.25,0.49,2.93,0.668523677,10.046,0.971625987
1,22.806,22.806,0.52,2.496,0.295264624,11.27,0.971176819
1,23.817,23.817,0.41,3.107,0.601671309,15.359,0.9709379
1,23.861,23.861,0.39,7.744,0.061281337,10.046,0.970116019
1,22.633,22.633,0.42,9.145,0.977715877,11.27,0.969657295
1,20.6,20.6,0.61,12.381,0.646239554,10.9,0.969638181
1,17.65,17.65,0.61,13.637,0.715877437,11.27,0.970326268
1,16.072,16.072,0.73,17.195,0.746518106,11.27,0.970804106
1,14.956,14.956,0.8,11.576,0.685236769,10.9,0.971549533
1,14.956,14.956,0.79,16.197,0.774373259,11.27,0.972056041
1,14.883,14.883,0.79,20.238,0.805013928,15.875,0.972438311
1,14.861,14.861,0.78,22.943,0.805013928,15.005,0.972409641
1,14.4,14.4,0.8,14.281,0.805013928,15.875,0.9723523
1,14.378,14.378,0.78,17.082,0.857938719,15.826,0.9723523
1,10.756,10.756,0.95,4.492,0.462395543,14.796,0.97583096
1,12.778,12.778,0.86,16.889,0.835654596,15.826,0.972552992
1,12.267,12.267,0.9,11.125,0.860724234,9.982,0.972734571
1,11.878,11.878,0.91,6.343,0.824512535,8.42,0.973078614
1,12.272,12.272,0.93,9.531,0.888579387,9.676,0.973422657
1,13.822,13.822,0.9,10.884,0.947075209,9.805,0.974101187
1,14.739,14.739,0.88,15.794,0.966573816,10.948,0.974722376
1,13.961,13.961,0.9,14.088,0.005571031,8.195,0.975142874
1,16.139,16.139,0.81,15.617,0.058495822,11.206,0.975420019
1,17.789,17.789,0.77,16.68,0.052924791,11.399,0.975668495
1,18.911,18.911,0.67,14.216,0.050139276,11.27,0.975983868
1,20,20,0.67,15.359,0,11.27,0.975878744
1,19.978,19.978,0.61,11.399,0.075208914,11.447,0.975821403
1,21.228,21.228,0.53,14.941,0.974930362,11.27,0.975295782
1,21.206,21.206,0.53,12.333,1,11.206,0.97509509
1,21.211,21.211,0.52,11.27,0.933147632,11.399,0.974970852
1,20.161,20.161,0.53,9.274,0.963788301,11.206,0.974693706
1,19.094,19.094,0.6,6.939,0.974930362,11.206,0.974856171
1,17.656,17.656,0.62,1.61,0.155988858,10.352,0.975209771
1,15.072,15.072,0.78,1.948,0.473537604,9.982,0.975735392
1,13.406,13.406,0.83,3.107,0.559888579,15.826,0.976222787
1,12.928,12.928,0.9,2.753,0.532033426,14.957,0.976356582
1,11.183,11.183,0.93,2.979,0.573816156,15.73,0.976585944
1,10.65,10.65,0.96,3.574,0.526462396,15.73,0.976681511
1,14.078,14.078,0.79,5.635,0.559888579,14.957,0.972342744
1,10.556,10.556,0.93,6.134,0.554317549,15.649,0.976108106
1,9.956,9.394,0.93,6.134,0.504178273,15.649,0.975840517
1,10.311,10.311,0.95,2.979,0.534818942,9.837,0.975926528
1,11.022,11.022,0.93,7.664,0.47632312,9.708,0.976108106
1,14.822,14.822,0.84,4.975,0.495821727,9.902,0.976098549
1,17.511,17.511,0.74,7.374,0.526462396,10.352,0.976194117
1,21.044,21.044,0.59,9.741,0.506963788,9.982,0.976261014
1,21.161,21.161,0.59,14.426,0.551532033,11.27,0.975983868
1,22.194,22.194,0.49,13.621,0.573816156,11.399,0.975964755
1,22.8,22.8,0.44,14.297,0.576601671,9.982,0.975228884
1,23.911,23.911,0.41,13.105,0.582172702,9.982,0.974932625
1,23.922,23.922,0.38,15.488,0.52367688,10.352,0.974531241
1,24.006,24.006,0.41,16.003,0.584958217,9.982,0.973881382
1,24.006,24.006,0.38,14.426,0.584958217,9.982,0.973307976
1,24.117,24.117,0.4,13.766,0.557103064,10.352,0.972944819
1,22.917,22.917,0.47,12.574,0.559888579,9.982,0.972457425
1,21.294,21.294,0.52,7.889,0.532033426,9.982,0.972094268
1,19.617,19.617,0.54,9.225,0.454038997,10.352,0.972132495
1,17.872,17.872,0.65,10.755,0.448467967,9.982,0.972075154
1,17.322,17.322,0.67,11.157,0.473537604,15.826,0.972256733
1,16.089,16.089,0.7,6.199,0.47632312,14.957,0.972419198
1,15.161,15.161,0.74,3.317,0.493036212,15.826,0.972543435
1,16.067,16.067,0.7,6.086,0.467966574,15.826,0.972008257
1,11.989,11.989,0.89,4.17,0.818941504,14.023,0.973269749
1,13.967,13.967,0.75,6.263,0.534818942,15.826,0.971243716
1,13.461,13.461,0.83,6.279,0.841225627,15.826,0.971664214
1,13.483,13.483,0.89,3.14,0.359331476,14.957,0.971071695
1,13.872,13.872,0.9,8.05,0.473537604,9.982,0.970918787
1,16,16,0.78,10.835,0.445682451,9.982,0.970651197
1,17.544,17.544,0.75,9.386,0.534818942,9.982,0.970460062
1,18.839,18.839,0.73,10.61,0.596100279,10.046,0.970565187
1,19.833,19.833,0.68,10.98,0.729805014,10.046,0.970326268
1,19.122,19.122,0.72,15.714,0.793871866,11.318,0.970440949
1,17.772,17.772,0.78,13.299,0.941504178,11.27,0.971195933
1,18.75,18.75,0.79,11.608,0.832869081,11.27,0.971100365
1,17.939,17.939,0.79,15.054,0.699164345,10.948,0.971138592
1,17.917,17.917,0.84,16.003,0.69637883,11.27,0.970670311
1,19.972,19.972,0.68,26.871,0.805013928,11.27,0.970479176
1,17.55,17.55,0.8,19.079,0.732590529,11.077,0.970307154
1,17.917,17.917,0.73,21.011,0.835654596,11.27,0.970297597
1,17.694,17.694,0.73,19.513,0.838440111,11.141,0.97061297
1,17.283,17.283,0.75,17.275,0.832869081,11.528,0.970985684
1,16.161,16.161,0.81,17.291,0.835654596,15.826,0.971492192
1,15.578,15.578,0.84,17.066,0.866295265,15.826,0.972371414
1,15.478,15.478,0.82,15.891,0.933147632,15.311,0.9730595
1,13.867,13.867,0.83,13.862,0.913649025,15.826,0.973604236
1,13.289,13.289,0.83,14.104,0.835654596,15.73,0.973986506
1,15.483,15.483,0.74,11.64,0.467966574,15.311,0.971014354
1,10.494,10.494,0.96,3.59,0.813370474,11.801,0.97370936
1,9.983,9.983,0.96,3.655,0.766016713,11.801,0.974053403
1,10.1,10.1,0.93,6.633,0.832869081,11.544,0.97441656
1,10.911,10.911,0.93,7.809,0.838440111,9.676,0.974808387
1,12.644,12.644,0.9,11.029,0.832869081,9.805,0.975286225
1,15.956,15.956,0.82,12.027,0.91086351,9.902,0.975353122
1,17.778,17.778,0.73,9.048,0.961002786,9.982,0.975362679
1,19.95,19.95,0.63,9.37,0.966573816,11.206,0.975085533
1,21,21,0.5,4.089,0.963788301,11.447,0.975247998
1,22.244,22.244,0.49,2.946,0.103064067,11.206,0.97515243
1,22.778,22.778,0.44,7.68,0.467966574,9.982,0.974760603
1,23.744,23.744,0.42,5.345,0.576601671,10.578,0.97441656
1,23.911,23.911,0.48,7.744,0.35097493,9.982,0.973804927
1,22.983,22.983,0.44,9.435,0.451253482,9.982,0.97332709
1,23.106,23.106,0.49,9.66,0.43454039,10.352,0.972963933
1,22.917,22.917,0.52,8.292,0.451253482,10.256,0.972361857
1,21.389,21.389,0.56,11.012,0.420612813,9.982,0.972161165
1,19.606,19.606,0.62,10.497,0.420612813,10.352,0.972199392
1,17.989,17.989,0.65,7.921,0.420612813,9.982,0.971960473
1,16.856,16.856,0.7,6.472,0.39275766,15.826,0.972228062
1,16.044,16.044,0.71,13.621,0.437325905,14.957,0.972113381
1,16.761,16.761,0.67,11.206,0.415041783,15.826,0.971243716
1,16.689,16.689,0.7,11.093,0.470752089,15.826,0.970899673
1,13.856,13.856,0.92,4.379,0.91086351,14.168,0.968558268
1,15.672,15.672,0.72,10.948,0.442896936,15.826,0.969791089
1,15.65,15.65,0.72,10.851,0.437325905,15.826,0.969370592
1,15.683,15.683,0.72,16.937,0.415041783,14.957,0.968214224
1,16.117,16.117,0.72,15.649,0.445682451,9.982,0.967803284
1,17.2,17.2,0.72,14.023,0.473537604,9.982,0.967507024
1,17.789,17.789,0.7,18.966,0.48189415,10.03,0.967621705
1,17.8,17.8,0.73,11.012,0.590529248,10.046,0.967765057
1,18.911,18.911,0.69,14.442,0.701949861,10.046,0.967296776
1,21.111,21.111,0.72,25.696,0.830083565,11.447,0.967831954
1,22.15,22.15,0.68,28.449,0.860724234,11.27,0.967745943
1,22.733,22.733,0.7,22.202,0.885793872,11.27,0.967831954
1,22.878,22.878,0.61,16.792,0.838440111,11.447,0.967879738
1,22.783,22.783,0.57,13.17,0.888579387,11.27,0.967344559
1,21.206,21.206,0.63,12.944,0.888579387,11.27,0.967162981
1,21.256,21.256,0.59,10.771,0.841225627,11.447,0.967182094
1,20.994,20.994,0.6,11.592,0.883008357,9.902,0.967057857
1,19.856,19.856,0.62,17.179,0.941504178,11.206,0.967315889
1,18.083,18.083,0.72,14.893,0.961002786,11.399,0.967965749
1,16.089,16.089,0.87,8.903,0.913649025,11.206,0.968233338
1,16.044,16.044,0.9,14.232,0.91643454,14.909,0.968854527
1,15.589,15.589,0.87,6.279,0.821727019,14.957,0.968281122
1,11.067,11.067,0.93,6.44,0.640668524,10.046,0.973642463
1,10.994,10.994,0.93,4.508,0.431754875,8.05,0.97373803
1,10.278,10.278,0.84,5.748,0.445682451,13.975,0.977226247
1,10.9,10.9,0.89,6.263,0.442896936,5.973,0.973948279
1,10.95,10.95,0.96,3.22,0.584958217,6.021,0.974139414
1,11,11,0.95,3.687,0.623955432,8.179,0.974435673
1,11.044,11.044,0.93,0,0,10.9,0.97477016
1,12.594,12.594,0.84,8.05,0.417827298,10.9,0.975009079
1,12.65,12.65,0.79,10.69,0.470752089,9.837,0.975706722
1,13.75,13.75,0.73,16.309,0.442896936,11.125,0.976108106
1,14.861,14.861,0.68,19.368,0.415041783,11.27,0.976394809
1,15.756,15.756,0.68,16.052,0.445682451,11.077,0.976385252
1,14.933,14.933,0.68,13.959,0.417827298,11.27,0.976442593
1,16.017,16.017,0.67,15.311,0.417827298,11.27,0.976241901
1,16.156,16.156,0.67,10.884,0.473537604,11.447,0.976547717
1,16.161,16.161,0.67,12.494,0.442896936,11.27,0.97650949
1,17.2,17.2,0.63,12.317,0.415041783,11.27,0.976318355
1,17.144,17.144,0.63,9.097,0.409470752,11.447,0.976280128
1,17.15,17.15,0.59,9.145,0.409470752,11.27,0.976232344
1,15.044,15.044,0.72,9.499,0.328690808,11.27,0.976041209
1,14.061,14.061,0.77,10.368,0.359331476,10.03,0.976366138
1,12.733,12.733,0.78,7.953,0.409470752,10.046,0.976901317
1,13.244,13.244,0.74,10.385,0.38718663,15.875,0.97727403
1,12.672,12.672,0.74,12.961,0.412256267,14.876,0.977618074
1,14.422,14.422,0.93,3.558,0.760445682,15.826,0.968214224
1,13.917,13.917,0.93,14.104,0.969359331,14.909,0.967765057
1,15,15,0.9,3.413,0.732590529,15.311,0.964028364
1,13.406,13.406,0.93,3.558,0.924791086,14.909,0.967631262
1,12.85,12.85,0.96,3.51,0.821727019,10.046,0.967688603
1,13.533,13.533,0.96,2.93,0.545961003,9.982,0.967612149
1,13.894,13.894,0.93,7.358,0.442896936,11.206,0.967526138
1,15.028,15.028,0.92,4.605,0.69637883,11.206,0.967421013
1,17.028,17.028,0.77,1.159,0.749303621,9.982,0.967315889
1,17.15,17.15,0.75,5.023,0.782729805,11.206,0.967239435
1,17.689,17.689,0.74,0.757,0.816155989,11.206,0.967124754
1,19.85,19.85,0.62,2.335,0.43454039,11.447,0.966675586
1,21,21,0.63,2.061,0.821727019,11.27,0.966121294
1,22.083,22.083,0.5,3.22,0.571030641,11.27,0.965805921
1,22.683,22.683,0.53,8.678,0.646239554,11.447,0.965299413
1,22.756,22.756,0.57,12.397,0.610027855,11.27,0.964467975
1,23.817,23.817,0.54,5.313,0.623955432,11.27,0.963684321
1,23.994,23.994,0.5,7.213,0.757660167,11.399,0.963024905
1,22.8,22.8,0.53,3.8,0.657381616,11.206,0.962633078
1,22.172,22.172,0.67,5.168,0.587743733,11.206,0.962365489
1,21.322,21.322,0.62,1.98,0.554317549,11.399,0.96250884
1,17.85,17.85,0.78,1.771,0.495821727,11.206,0.962547067
1,17.222,17.222,0.81,3.703,0.571030641,15.826,0.962556624
1,17.928,17.928,0.8,3.365,0.749303621,15.311,0.962556624
1,17.178,17.178,0.81,6.343,0.718662953,15.826,0.962556624
1,15.606,15.606,0.87,7.986,0.665738162,15.826,0.962642635
1,14.494,14.494,0.84,4.331,0.100278552,14.957,0.96808043
1,15.694,15.694,0.87,6.762,0.724233983,9.982,0.963130029
1,15.717,15.717,0.89,3.816,0.724233983,15.826,0.963703435
1,16.422,16.422,0.86,3.912,0.713091922,15.263,0.964343737
1,15.672,15.672,0.92,3.51,0.704735376,15.826,0.964850246
1,16.694,16.694,0.87,3.655,0.802228412,15.826,0.965165619
1,17.772,17.772,0.84,8.42,0.838440111,11.029,0.966140408
1,17.828,17.828,0.83,9.724,0.863509749,11.206,0.966484451
1,18.911,18.911,0.72,10.884,0.994428969,11.206,0.966876278
1,19.206,19.206,0.7,9.386,0.991643454,11.399,0.967182094
1,20.067,20.067,0.71,7.68,0.022284123,11.206,0.967478354
1,21.1,21.1,0.57,9.016,0.103064067,11.206,0.967516581
1,22.306,22.306,0.52,10.465,0.08356546,11.447,0.96745924
1,21.033,21.033,0.47,13.266,0.027855153,11.27,0.967545251
1,20.989,20.989,0.42,12.59,0.055710306,11.206,0.967344559
